52.7675,-1.24641,143845
52.7629,-1.24455,143846
52.7618,-1.24407,143847
52.7624,-1.24455,143848
52.7738,-1.25448,143849
52.7581,-1.24181,143850
52.7581,-1.24182,143851
52.7578,-1.24156,143852
52.7572,-1.24114,143853
52.7568,-1.24094,143854
52.7573,-1.24139,143855
52.7574,-1.24154,143856
52.7577,-1.24178,143857
52.7582,-1.2422,143858
52.7585,-1.24244,143859
52.7587,-1.24267,143900
52.7594,-1.2431,143901
52.7604,-1.24372,143902
52.7525,-1.23932,143903
52.7564,-1.24149,143904
52.757,-1.24181,143905
52.7573,-1.24197,143906
52.7574,-1.24208,143907
52.7577,-1.24222,143908
52.7573,-1.24211,143909
52.7565,-1.24172,143910
52.7634,-1.24485,143911
52.7606,-1.24358,143912
52.7597,-1.24315,143913
52.7595,-1.2431,143914
52.7661,-1.25134,143915
52.758,-1.24123,143916
52.7564,-1.23934,143917
52.7631,-1.24761,143918
52.7593,-1.24317,143919
52.7592,-1.24303,143920
52.7591,-1.24293,143921
52.7589,-1.24282,143922
52.7588,-1.24278,143923
52.7588,-1.24279,143924
52.7585,-1.24265,143925
52.7584,-1.24255,143926
52.7586,-1.24265,143927
52.7586,-1.24268,143928
52.759,-1.24298,143929
52.7697,-1.25082,143930
52.7653,-1.24705,143931
52.7618,-1.24455,143932
52.7604,-1.24364,143933
52.7603,-1.2435,143934
52.7607,-1.24378,143935
52.7559,-1.24047,143936
52.7584,-1.24206,143937
52.7585,-1.2421,143938
52.7582,-1.24193,143939
52.7578,-1.24169,143940
52.7567,-1.24096,143941
52.7443,-1.23307,143942
52.7617,-1.24427,143943
52.7608,-1.24363,143944
52.7607,-1.24353,143945
52.7614,-1.24385,143946
52.7621,-1.24426,143947
52.7606,-1.24352,143948
