52.758739,-1.242700,123.900002,143624.000000
52.758739,-1.242700,118.000000,143625.000000
52.758739,-1.242702,121.099998,143626.000000
52.758739,-1.242702,125.699997,143627.000000
52.758739,-1.242702,137.399994,143628.000000
52.758739,-1.242703,155.300003,143629.000000
52.758739,-1.242703,161.600006,143630.000000
52.758732,-1.242703,156.600006,143631.000000
52.758732,-1.242703,152.100006,143632.000000
52.758732,-1.242703,147.300003,143633.000000
52.758724,-1.242705,144.800003,143634.000000
52.758724,-1.242705,144.199997,143635.000000
52.758724,-1.242705,144.000000,143636.000000
52.758724,-1.242705,143.199997,143637.000000
52.758724,-1.242705,144.100006,143638.000000
52.758724,-1.242705,142.699997,143639.000000
52.758724,-1.242705,141.199997,143640.000000
52.758724,-1.242705,140.600006,143641.000000
52.758724,-1.242705,141.500000,143642.000000
52.758724,-1.242705,142.699997,143643.000000
52.758724,-1.242705,142.399994,143644.000000
52.758724,-1.242705,144.000000,143645.000000
52.758732,-1.242707,145.800003,143646.000000
52.758732,-1.242707,147.699997,143647.000000
52.758724,-1.242707,149.800003,143648.000000
52.758724,-1.242707,145.899994,143649.000000
52.758724,-1.242705,133.500000,143650.000000
52.758724,-1.242703,129.000000,143651.000000
52.758724,-1.242702,130.399994,143652.000000
52.758724,-1.242702,133.000000,143653.000000
52.758724,-1.242702,137.000000,143654.000000
52.758717,-1.242703,141.600006,143655.000000
52.758717,-1.242705,144.000000,143656.000000
52.758717,-1.242705,139.199997,143657.000000
52.758709,-1.242703,130.899994,143658.000000
52.758709,-1.242702,128.500000,143659.000000
52.758709,-1.242702,125.000000,143700.000000
52.758709,-1.242700,126.000000,143701.000000
52.758701,-1.242700,125.699997,143702.000000
52.758701,-1.242698,126.300003,143703.000000
52.758701,-1.242698,126.500000,143704.000000
52.758690,-1.242698,127.599998,143705.000000
52.758690,-1.242698,129.000000,143706.000000
52.758690,-1.242698,130.000000,143707.000000
52.758682,-1.242698,130.800003,143708.000000
52.758682,-1.242700,131.300003,143709.000000
52.758682,-1.242700,132.300003,143710.000000
52.758682,-1.242700,134.100006,143711.000000
52.758682,-1.242700,137.100006,143712.000000
52.758682,-1.242700,140.399994,143713.000000
52.758682,-1.242702,142.399994,143714.000000
52.758682,-1.242702,145.699997,143715.000000
52.758682,-1.242702,146.800003,143716.000000
52.758682,-1.242702,146.399994,143717.000000
52.758682,-1.242700,142.899994,143718.000000
52.758682,-1.242700,139.000000,143719.000000
52.758682,-1.242698,134.199997,143720.000000
52.758682,-1.242698,131.800003,143721.000000
52.758690,-1.242698,128.500000,143722.000000
52.758701,-1.242697,126.300003,143723.000000
52.758701,-1.242697,127.400002,143724.000000
52.758701,-1.242697,127.099998,143725.000000
52.758709,-1.242697,127.300003,143726.000000
52.758709,-1.242697,127.199997,143727.000000
52.758709,-1.242697,128.000000,143728.000000
52.758709,-1.242697,126.199997,143729.000000
52.758709,-1.242697,128.300003,143730.000000
52.758709,-1.242697,130.500000,143731.000000
52.758709,-1.242697,130.300003,143732.000000
52.758709,-1.242698,130.000000,143733.000000
52.758717,-1.242698,129.199997,143734.000000
52.758717,-1.242698,129.500000,143735.000000
52.758724,-1.242698,129.199997,143736.000000
