52.7594,-1.24292,144127
52.7594,-1.24292,144128
52.7593,-1.24287,144129
52.7592,-1.24284,144130
52.759,-1.24278,144131
52.759,-1.24277,144132
52.759,-1.24278,144133
52.7586,-1.24258,144134
52.7591,-1.24285,144135
52.7595,-1.24309,144136
52.7588,-1.24266,144137
52.7592,-1.24297,144138
52.7613,-1.24476,144139
52.7574,-1.24158,144140
52.7625,-1.24521,144141
52.7861,-1.25858,144142
52.7557,-1.24113,144143
52.7564,-1.24154,144144
52.757,-1.24185,144145
52.7573,-1.24201,144146
52.7574,-1.24209,144147
52.7577,-1.24224,144148
52.7576,-1.24223,144149
52.6858,-1.21072,144150
52.7579,-1.24227,144151
52.7581,-1.2423,144152
52.759,-1.24285,144153
52.7589,-1.2428,144154
52.7589,-1.24276,144155
52.7593,-1.24343,144156
52.759,-1.24296,144157
52.759,-1.24279,144158
52.759,-1.24279,144159
52.7591,-1.24282,144200
52.759,-1.24281,144201
52.7589,-1.24274,144202
52.7586,-1.24264,144203
52.7586,-1.24261,144204
52.7587,-1.24264,144205
52.7586,-1.24258,144206
52.7585,-1.2425,144207
52.7585,-1.24241,144208
52.7584,-1.24237,144209
52.7583,-1.24235,144210
52.7581,-1.24228,144211
52.7577,-1.24217,144212
52.7573,-1.24202,144213
52.7573,-1.24202,144214
52.7577,-1.24221,144215
52.7577,-1.24221,144216
52.7577,-1.24224,144217
52.7577,-1.24226,144218
52.7577,-1.24229,144219
52.7578,-1.24229,144220
52.7573,-1.24208,144221
52.758,-1.24237,144222
52.7586,-1.24264,144223
52.7585,-1.24262,144224
52.7586,-1.24264,144225
52.7534,-1.24058,144226
52.7542,-1.24092,144227
