52.758755,-1.242223,331.600006,144127.000000
52.758755,-1.242223,332.000000,144128.000000
52.758755,-1.242223,334.600006,144129.000000
52.758755,-1.242223,337.399994,144130.000000
52.758755,-1.242223,343.200012,144131.000000
52.758755,-1.242225,344.700012,144132.000000
52.758755,-1.242225,344.100006,144133.000000
52.758755,-1.242225,16.100000,144134.000000
52.758755,-1.242225,340.799988,144135.000000
52.758755,-1.242225,333.600006,144136.000000
52.758755,-1.242227,358.899994,144137.000000
52.758755,-1.242227,342.000000,144138.000000
52.758755,-1.242227,148.600006,144139.000000
52.758755,-1.242227,127.599998,144140.000000
52.758755,-1.242227,142.800003,144141.000000
52.758755,-1.242228,134.699997,144142.000000
52.758755,-1.242228,121.000000,144143.000000
52.758755,-1.242227,115.400002,144144.000000
52.758755,-1.242225,109.500000,144145.000000
52.758755,-1.242222,103.900002,144146.000000
52.758755,-1.242220,99.400002,144147.000000
52.758755,-1.242220,88.400002,144148.000000
52.758766,-1.242220,89.199997,144149.000000
52.758766,-1.242222,125.500000,144150.000000
52.758755,-1.242225,84.800003,144151.000000
52.758755,-1.242227,78.800003,144152.000000
52.758755,-1.242225,346.200012,144153.000000
52.758755,-1.242225,350.600006,144154.000000
52.758766,-1.242225,354.399994,144155.000000
52.758766,-1.242225,345.000000,144156.000000
52.758766,-1.242223,347.200012,144157.000000
52.758766,-1.242223,348.000000,144158.000000
52.758766,-1.242222,347.100006,144159.000000
52.758766,-1.242220,343.399994,144200.000000
52.758766,-1.242218,345.000000,144201.000000
52.758766,-1.242218,353.700012,144202.000000
52.758766,-1.242217,9.800000,144203.000000
52.758766,-1.242217,12.400000,144204.000000
52.758755,-1.242215,6.000000,144205.000000
52.758755,-1.242215,13.300000,144206.000000
52.758755,-1.242215,25.200001,144207.000000
52.758755,-1.242213,38.400002,144208.000000
52.758755,-1.242213,51.000000,144209.000000
52.758755,-1.242212,64.599998,144210.000000
52.758755,-1.242212,80.400002,144211.000000
52.758755,-1.242213,93.500000,144212.000000
52.758755,-1.242213,102.500000,144213.000000
52.758755,-1.242212,102.199997,144214.000000
52.758755,-1.242208,90.099998,144215.000000
52.758755,-1.242207,90.000000,144216.000000
52.758755,-1.242207,87.400002,144217.000000
52.758755,-1.242205,84.699997,144218.000000
52.758755,-1.242205,82.300003,144219.000000
52.758755,-1.242205,81.900002,144220.000000
52.758755,-1.242203,97.900002,144221.000000
52.758755,-1.242207,69.800003,144222.000000
52.758755,-1.242210,10.200000,144223.000000
52.758755,-1.242213,17.299999,144224.000000
52.758755,-1.242212,11.900000,144225.000000
52.758755,-1.242212,296.600006,144226.000000
52.758755,-1.242212,295.100006,144227.000000
